comment_id,text,video_id,video_title
UgyBpEHIQMznVOqZBsZ4AaABAg,I still can’t believe that this song is 15YEARS OLD,dQw4w9WgXcQ,Unknown
Ugxyy931zbvbNV3vugN4AaABAg,❤,dQw4w9WgXcQ,Unknown
Ugy3nXF3tXD66Rf43P14AaABAg,☆EVERYBODY MAKE YOU ARE☆,dQw4w9WgXcQ,Unknown
UgzpO6DYhFNpeQbbk8h4AaABAg,"Deepseek rickrolled me, wtf",dQw4w9WgXcQ,Unknown
Ugy8wAkJ3niGF-1crut4AaABAg,this is the 10th time i have being rickrolled today WTF,dQw4w9WgXcQ,Unknown
UgxmdxuSGTydaTX0ZD94AaABAg,"Bro i find Roki Vulović channel 😭 
He is still give heart to people comment",dQw4w9WgXcQ,Unknown
UgwmwHLG9t5S-ife9bh4AaABAg,Youtube recommended me this .,dQw4w9WgXcQ,Unknown
UgwYDmimhWKrvpnhhf54AaABAg,…I came here from a game called circloO and a level by ? and it was called ?,dQw4w9WgXcQ,Unknown
Ugx5oNr8EP98M96lDWV4AaABAg,кто от найса?,dQw4w9WgXcQ,Unknown
Ugx7Yvf5Au9aD0pW1OR4AaABAg,"my dad remembers listening to the song when it came out back in 87, he still listens to it everyday. he doesnt know that rickrolling exists lol",dQw4w9WgXcQ,Unknown
UgyXezEGA71zEY8pbNN4AaABAg,Just rickroll my self damn out,dQw4w9WgXcQ,Unknown
UgyAxH-vH1hZ-IxnqLR4AaABAg,The big voice coming out of that small-medium sized guy is unexpected and very cool.  ;),dQw4w9WgXcQ,Unknown
UgwvzAQ2XyaSaBgdGwR4AaABAg,I got rickrold,dQw4w9WgXcQ,Unknown
UgwB7S17EMRGunEzJ-54AaABAg,"1,6B people are watching😮",dQw4w9WgXcQ,Unknown
UgzuALbAuDyse_Uk3eB4AaABAg,"When they say gingers are black, this is what they mean..........",dQw4w9WgXcQ,Unknown
UgxGecW43uOHfcKbu5t4AaABAg,Again rick rolled,dQw4w9WgXcQ,Unknown
UgwGlhS-2XWfCd_hiMt4AaABAg,Every minute somebody comments. Funny right?,dQw4w9WgXcQ,Unknown
Ugw1Mp8mfdJ6tE6u2_R4AaABAg,"I am the 2,392,198 comment. YAY!",dQw4w9WgXcQ,Unknown
UgyFajGYwu_fkbUIFzp4AaABAg,Aayo what the,dQw4w9WgXcQ,Unknown
Ugw8M1h03LgYt_RjwKh4AaABAg,"dang, 1.6B views",dQw4w9WgXcQ,Unknown
UgzTfVt3QL4Rm-liNh14AaABAg,someone put QR code on wc and i scan it and see this,dQw4w9WgXcQ,Unknown
Ugxo7skiBp9LtDot87h4AaABAg,Bro got 1B views,dQw4w9WgXcQ,Unknown
UgxZXUDj4YBJo8pduJV4AaABAg,I got Rick rolled again………GOD DARN IT,dQw4w9WgXcQ,Unknown
UgwXdxdv3NrNdZK_zZ14AaABAg,thanks Discord,dQw4w9WgXcQ,Unknown
Ugy5AM4IImn19SAKSqh4AaABAg,get ricked by qr code,dQw4w9WgXcQ,Unknown
UgxF2L787aol-ofhT9h4AaABAg,❤❤❤❤❤❤❤❤❤❤❤❤ 0:22 0:23,dQw4w9WgXcQ,Unknown
UgwLdInwIRzSPSm_MZB4AaABAg,best song ever,dQw4w9WgXcQ,Unknown
Ugyn-GlGbY8e3TL4GJ14AaABAg,😂😂😂,dQw4w9WgXcQ,Unknown
UgxE1Sdckl9Gjbdzs7V4AaABAg,What a brilliant song..,dQw4w9WgXcQ,Unknown
UgzVazVZPyzbDiX1X9Z4AaABAg,The best song,dQw4w9WgXcQ,Unknown
UgwZF8_pG8iVZQd-NYp4AaABAg,my friend got rickrolles😂,dQw4w9WgXcQ,Unknown
UgweumOqgpxA8c0nfLR4AaABAg,"Kto od hauki i Kacpra riteza?
👇",dQw4w9WgXcQ,Unknown
Ugx-wwPacw9yKGdu7gB4AaABAg,Musica linda,dQw4w9WgXcQ,Unknown
UgxDQINMIyac7mg8e1Z4AaABAg,"I
I
I
I
I


I
Km
Ik
I
7
I
Km
Im
Im
mi


Km",dQw4w9WgXcQ,Unknown
Ugw0NEBJByR5u3sIyuF4AaABAg,Note this: This video is older than the creator.,dQw4w9WgXcQ,Unknown
Ugyk91H2YhNLoUEzmxp4AaABAg,"38 years for a song to get immortalized by a funny gag, deeming it being the King Meme of 2008 for YouTube's April Fools joke 😂😂😂",dQw4w9WgXcQ,Unknown
UgyS158mgFHuJduNx0x4AaABAg,МЕНЯ ЗАРИКРОЛИЛИ НА БЕСПЛАТНЫЕ РОБУКСЫ,dQw4w9WgXcQ,Unknown
UgwKhLweKvTNoTCG5DN4AaABAg,I got rickrolled by a caseoh video..,dQw4w9WgXcQ,Unknown
UgwZEWs3RU-5fqAgDcx4AaABAg,Rick roll in the big 25😢,dQw4w9WgXcQ,Unknown
UgxVpk6KluyoYjFBArd4AaABAg,Rickrolled by a damn discord link,dQw4w9WgXcQ,Unknown
UgwNh1pMO96MvdjTl2t4AaABAg,do you guys realized YouTube commented and THE RICK ASTLEY LIKED THE COMMENT GUYS HE IS STILL ACTUVE ON THIS CHANNEL!!,dQw4w9WgXcQ,Unknown
UgzftEGBR3MD07gLgC54AaABAg,Estas canciones nunca pasan de moda👌🏻,dQw4w9WgXcQ,Unknown
UgzJ4KF3WbUR_Bk5I7B4AaABAg,🥰❤️✨️👌🏻,dQw4w9WgXcQ,Unknown
UgzOnyGTv1YfOTDoLft4AaABAg,Just saw video of Rick BBC new year 2024. Vibe is still going strong 🎉damn still looking good and young,dQw4w9WgXcQ,Unknown
UgwxlELBWoXOb0_mQDp4AaABAg,O PURO SUMO DOS ANOS 80,dQw4w9WgXcQ,Unknown
UgyobTooCGBiJDSkNjN4AaABAg,Must of made a killing with this song!,dQw4w9WgXcQ,Unknown
UgyC3RIcLTapklAAiT94AaABAg,Ok but can we get Battle Front 3,dQw4w9WgXcQ,Unknown
Ugxr71lzFXZ5r0ejOf14AaABAg,who is here from elmwood trail…,dQw4w9WgXcQ,Unknown
UgylKcKptjJDXabdte14AaABAg,"i got sent here by a fucking GTA 4 mod
bravo",dQw4w9WgXcQ,Unknown
